"Crop Year","Grain Week","Week Ending Date","worksheet","metric","period","grain","grade","Region","Ktonnes"
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Rye","No.2 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","Thunder Bay",0.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Flaxseed","No.1 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","Vancouver",98.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","Thunder Bay",3.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.1 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","Thunder Bay",3.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.2 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","Thunder Bay",0.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","No.3 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","Vancouver",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","Thunder Bay",1.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Canola","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","Bay & Lakes",4.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.1 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","Bay & Lakes",7.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.2 CANADA","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","Bay & Lakes",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","No.3 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Soybeans","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","Vancouver",26.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","Bay & Lakes",0.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Peas","All grades combined","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","Bay & Lakes",6.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.2 CE","St. Lawrence",0.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","Bay & Lakes",2.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.3 CE","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","Bay & Lakes",0.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.4 CE","St. Lawrence",0.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","Bay & Lakes",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","No.5 CE","St. Lawrence",0.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","Bay & Lakes",2.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Corn","OTHER","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","Vancouver",0.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Current Week","Lentils","No.2 CANADA","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","Vancouver",531.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","Prince Rupert",149.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","Thunder Bay",209.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RS","St. Lawrence",107.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","Vancouver",6.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","Thunder Bay",8.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RS","St. Lawrence",57.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","Vancouver",0.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","Thunder Bay",8.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.3 CW RS","St. Lawrence",12.6
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","Vancouver",35.1
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","Prince Rupert",23.9
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 C PS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","Vancouver",2.3
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","Prince Rupert",0.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 C PS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","Vancouver",1.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW SWS","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","Vancouver",0.5
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","Thunder Bay",1.7
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","Bay & Lakes",17.0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CW RW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","Vancouver",1.2
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CW RW","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","Vancouver",0.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","Thunder Bay",0.8
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CNHR","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","Prince Rupert",0.4
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.2 CNHR","St. Lawrence",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","Vancouver",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","Prince Rupert",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","Churchill",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","Thunder Bay",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","Bay & Lakes",0
"2026-2027",2,"16/08/2026","Terminal Receipts","Receipts","Crop Year","Wheat","No.1 CE","St. Lawrence",0.1
